datafile,description
G16486.IGR-39.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=CCLE;organ=Skin;lineage=Melanocyte;cluster=TRANSLOCATION;BRAF mut;ITK mut;MLLT1 mut;TP53 trunc;MEN1 hetdel & mis;PTEN homdel
G16487.KATO_III.json,tumor_type=STAD;dataset=CCLE;organ=Stomach;lineage=Gastric columnar epithelium;cluster=TYFONAS;CARD11 mut;FOXO1 mut;KMT2A mut;MYH9 mut;RALGDS mut;KMT2D trunc;NOTCH1 trunc;PTCH1 trunc;ATM hetdel & mis;BRCA2 hetdel & mis;CDH1 hetdel & mis;GATA3 hetdel & mis;KMT2D hetdel & mis;MLH1 hetdel & mis;TP53 homdel
G16488.MKN-45.json,tumor_type=STAD;dataset=CCLE;organ=Stomach;lineage=Gastric columnar epithelium;cluster=INVDUP;ARHGAP26 mut;EGFR mut;RALGDS mut;USP6 mut;BCOR trunc;CDH1 trunc;BRCA1 hetdel & mis;FANCA hetdel & mis;TP53 hetdel & mis;CDKN2A homdel;SMAD4 homdel
G32831.59M.json,tumor_type=OV;dataset=CCLE;organ=Ovary;lineage=Ovarian epithelium;cluster=DM;CREBBP mut;HIST1H4I mut;IL21R mut;MYH9 mut;ATM trunc;ATRX trunc;TP53 trunc;KDM6A hetdel & mis
G32831.769-P.json,tumor_type=KIRC;dataset=CCLE;organ=Kidney;lineage=Renal clear cells;cluster=INVDUP;TSC2 hetdel & mis;VHL hetdel & mis
G32831.8305C.json,tumor_type=THCA;dataset=CCLE;organ=Thyroid;lineage=Thyroid epithelium;cluster=BFB;BRAF mut;ATM trunc;BLM hetdel & mis;CDKN2A hetdel & mis;CNOT3 hetdel & mis;FANCA hetdel & mis;TP53 hetdel & mis
G32831.A-204.json,tumor_type=SARC;subtype=SARC_myo;dataset=CCLE;organ=Soft tissue;lineage=Connective tissue cells;cluster=SPARSE;FLT4 mut;PPARG mut;WHSC1L1 mut;SMARCB1 trunc;ECT2L hetdel & mis;NF1 hetdel & mis;SETD2 hetdel & mis
G32831.A-704.json,tumor_type=KIRC;dataset=CCLE;organ=Kidney;lineage=Renal clear cells;cluster=SPARSE;NCOA1 mut;PML mut;PTPRB mut;RARA mut;RET mut;SS18 mut;PBRM1 trunc;TP53 trunc;MSH6 hetdel & mis;RNF43 hetdel & mis;TP53 hetdel & mis;VHL hetdel & mis;CDKN2A homdel
G32831.A101D.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=CCLE;organ=Skin;lineage=Melanocyte;cluster=TRANSLOCATION;BRAF mut;FOXO1 mut;MED12 mut;SETBP1 mut;BCOR hetdel & mis;RAD21 hetdel & mis;CDKN2A homdel;PTEN homdel
G32831.A2058.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=CCLE;organ=Skin;lineage=Melanocyte;cluster=CHROMOTHRIPSIS;BRAF mut;CCNB1IP1 mut;MAF mut;MAP2K1 mut;MLLT1 mut;MYO5A mut;PTPRB mut;SF3B1 mut;SYK mut;RB1 trunc;ATR hetdel & mis;BCOR hetdel & mis;COL2A1 hetdel & mis;KMT2D hetdel & mis;STK11 hetdel & mis;TET2 hetdel & mis;TP53 hetdel & mis
G32831.A3_KAW.json,tumor_type=DLBCL;subtype=MALY_dlbcl;dataset=CCLE;organ=Blood;lineage=Lymphoid;cluster=BR;FOXP1 mut;GNAS mut;IL6ST mut;IL7R mut;KMT2A mut;MYC mut;MYH11 mut;NTRK1 mut;PTPRK mut;ROS1 mut;MSH2 trunc;ARID1A hetdel & mis;ARID1B hetdel & mis;ATR hetdel & mis;BAP1 hetdel & mis;CDK12 hetdel & mis;KDM5C hetdel & mis;WT1 hetdel & mis;CDKN2A homdel
G32831.ABC-1.json,tumor_type=LUAD;dataset=CCLE;organ=Lung;lineage=Alveolar epithelium;cluster=BRC;FLT3 mut;NSD1 mut;RUNX1 mut;GRIN2A hetdel & mis;POLE hetdel & mis;RNF43 hetdel & mis;TP53 hetdel & mis;PBRM1 homdel
G32831.ACHN.json,tumor_type=KIRC;dataset=CCLE;organ=Kidney;lineage=Renal clear cells;cluster=SPARSE;MYH11 mut;PAX8 mut;PTPRB mut;SMO mut;ATM trunc;NF2 trunc;PBRM1 trunc;CDKN2A homdel
G32831.AN3_CA.json,tumor_type=UCEC;dataset=CCLE;organ=Uterus;lineage=Endometrial cells;cluster=TRANSLOCATION;BCL9 mut;CCND1 mut;CREBBP mut;EWSR1 mut;FGFR2 mut;GNA11 mut;HMGA2 mut;HRAS mut;IKZF1 mut;KDM5A mut;MET mut;MLLT3 mut;MYCN mut;MYH9 mut;NFATC2 mut;NFIB mut;NOTCH2 mut;NTRK1 mut;PDGFB mut;PPP2R1A mut;PRDM16 mut;PTPRK mut;RANBP17 mut;ROS1 mut;SRSF3 mut;STAT3 mut;ARID1B trunc;ARID2 trunc;BUB1B trunc;PTEN trunc;SETD2 trunc;TP53 trunc;AMER1 hetdel & mis;ARID1B hetdel & mis;ARID2 hetdel & mis;CBLB hetdel & mis;CIC hetdel & mis;ERCC2 hetdel & mis;FBXW7 hetdel & mis;IKZF1 hetdel & mis;KDM5C hetdel & mis;MAP3K1 hetdel & mis;MUTYH hetdel & mis;NOTCH2 hetdel & mis;POLE hetdel & mis;PRDM1 hetdel & mis;SMARCA4 hetdel & mis;TP53 hetdel & mis
G32831.AU565.json,tumor_type=BRCA;subtype=BRCA_her2;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=TYFONAS;EGFR mut;ERBB3 mut;ETV1 mut;FGFR2 mut;IKZF1 mut;KIT mut;MED12 mut;MLLT10 mut;MYO5A mut;PLCG1 mut;BUB1B hetdel & mis;CBLC hetdel & mis;IKZF1 hetdel & mis;KMT2C hetdel & mis;MSH6 hetdel & mis;SMAD4 hetdel & mis;TP53 hetdel & mis;CDH1 homdel
G32831.BT-20.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=DDT;BCL10 mut;KAT6B mut;MALT1 mut;NSD1 mut;PIK3CA mut;PTPRC mut;RAP1GDS1 mut;ROS1 mut;MYC amp;CBLB hetdel & mis;CDKN2C hetdel & mis;DNMT3A hetdel & mis;FANCF hetdel & mis;GRIN2A hetdel & mis;MAP3K13 hetdel & mis;RB1 hetdel & mis;TP53 hetdel & mis
G32831.BT-474.json,tumor_type=BRCA;subtype=BRCA_her2;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=TYFONAS;ARHGEF12 mut;BRD4 mut;FLT4 mut;HIST1H3B mut;KMT2A mut;NFKB2 mut;NSD1 mut;PIK3CA mut;PLAG1 mut;PML mut;PPP2R1A mut;PTPRK mut;RHOA mut;ROS1 mut;RUNX1T1 mut;SS18 mut;SSX1 mut;STAT3 mut;TET1 mut;USP6 mut;WWTR1 mut;BRCA2 trunc;FANCA trunc;HNF1A trunc;ATM hetdel & mis;BCOR hetdel & mis;BUB1B hetdel & mis;CIC hetdel & mis;COL2A1 hetdel & mis;KMT2D hetdel & mis;PMS1 hetdel & mis;RAD21 hetdel & mis;TP53 hetdel & mis;WRN hetdel & mis;NOTCH1 homdel
G32831.BT-483.json,tumor_type=BRCA;subtype=BRCA_lumornorm;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=DM;BRD3 mut;CARD11 mut;FOXL2 mut;IRF4 mut;PIK3CA mut;SETBP1 mut;SSX1 mut;USP6 mut;STAG2 trunc;APC hetdel & mis;CBLB hetdel & mis;ERCC3 hetdel & mis;FANCF hetdel & mis;GATA3 hetdel & mis;NF1 hetdel & mis;PBRM1 hetdel & mis;POLE hetdel & mis;TP53 hetdel & mis
G32831.CAL-120.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=BRD;CARD11 mut;FOXO1 mut;PTPRB mut;APC hetdel & mis;FANCG hetdel & mis;KDM6A hetdel & mis
G32831.CAL-51.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=QUIET;ALK mut;CARD11 mut;CCNE1 mut;CREBBP mut;FGFR3 mut;GNAS mut;JAK1 mut;KAT6B mut;MYH9 mut;NSD1 mut;NTRK3 mut;PIK3CA mut;PRDM16 mut;PTPRK mut;RAC1 mut;RAF1 mut;ARID1A trunc;ARID1B trunc;ATRX trunc;PTCH1 trunc;BCOR hetdel & mis;EXT1 hetdel & mis;FBXW7 hetdel & mis;KMT2D hetdel & mis;MAP2K4 hetdel & mis;MAX hetdel & mis;NCOR1 hetdel & mis;SMARCA4 hetdel & mis
G32831.CAL-54.json,tumor_type=KIRC;dataset=CCLE;organ=Kidney;lineage=Renal clear cells;cluster=TRANSLOCATION;CIITA mut;GATA1 mut;FBXW7 trunc;BLM hetdel & mis;KMT2C hetdel & mis;SMARCA4 hetdel & mis;CDKN2A homdel
G32831.CAL-85-1.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=BRC;JAK3 mut;BRCA2 trunc;RB1 trunc;TP53 hetdel & mis
G32831.CAMA-1.json,tumor_type=BRCA;subtype=BRCA_lumornorm;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=BFB;BRD4 mut;KAT6A mut;NTRK1 mut;RARA mut;BLM trunc;VHL trunc;EP300 hetdel & mis;EXT1 hetdel & mis;FANCE hetdel & mis;MAP3K1 hetdel & mis;PTCH1 hetdel & mis;PTEN hetdel & mis;TP53 hetdel & mis
G32831.CAS-1.json,tumor_type=GBM;dataset=CCLE;organ=Brain;lineage=Glial;cluster=INV;ETV5 mut;SET mut;ARID1B hetdel & mis;CBLB hetdel & mis;PMS1 hetdel & mis;TP53 hetdel & mis;CDKN2A homdel;WRN homdel
G32831.CCK-81.json,tumor_type=COAD/READ;subtype=COAD;dataset=CCLE;organ=Colon;lineage=Colon epithelium;cluster=RT;ABL1 mut;BRAF mut;BRD4 mut;CBFA2T3 mut;CIITA mut;CREBBP mut;CTNNB1 mut;EGFR mut;ERBB2 mut;FOXO1 mut;FOXP1 mut;FUS mut;GATA1 mut;HIST1H3B mut;IL6ST mut;JAK1 mut;KAT6A mut;KMT2A mut;MAML2 mut;MDM4 mut;MKL1 mut;MLLT4 mut;MLLT10 mut;MYO5A mut;NCOA2 mut;NOTCH1 mut;NOTCH2 mut;NSD1 mut;NTRK3 mut;NUTM1 mut;PDGFB mut;PDGFRA mut;PIK3CA mut;PML mut;PTPRB mut;RHOA mut;RUNX1 mut;SETBP1 mut;STAT6 mut;TCF7L2 mut;ATRX trunc;BMPR1A trunc;CBLB trunc;CHEK2 trunc;CIC trunc;KMT2D trunc;NF2 trunc;PALB2 trunc;APC hetdel & mis;ARID2 hetdel & mis;ATRX hetdel & mis;BAP1 hetdel & mis;BRCA1 hetdel & mis;BRCA2 hetdel & mis;CBLB hetdel & mis;CDC73 hetdel & mis;CHEK2 hetdel & mis;CIC hetdel & mis;DNMT3A hetdel & mis;EXT2 hetdel & mis;FANCA hetdel & mis;FBXW7 hetdel & mis;GRIN2A hetdel & mis;KMT2D hetdel & mis;MAP3K1 hetdel & mis;MLH1 hetdel & mis;MSH2 hetdel & mis;MUTYH hetdel & mis;NOTCH1 hetdel & mis;NOTCH2 hetdel & mis;PALB2 hetdel & mis;PRDM1 hetdel & mis;PTCH1 hetdel & mis;SMARCA4 hetdel & mis;TET2 hetdel & mis;TP53 hetdel & mis;TSC2 hetdel & mis
G32831.COLO_201.json,tumor_type=COAD/READ;subtype=COAD;dataset=CCLE;organ=Colon;lineage=Colon epithelium;cluster=BFB;BRAF mut;GNAS mut;MET mut;PAX3 mut;APC trunc;SMAD4 homdel
G32831.COLO_741.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=CCLE;organ=Skin;lineage=Melanocyte;cluster=CHROMOPLEXY;BCL6 mut;BRAF mut;KMT2A mut;PRDM16 mut;RHOH mut;TP53 trunc;BRCA2 hetdel & mis;SMARCA4 hetdel & mis;SMARCE1 hetdel & mis;CDKN2A homdel
G32831.COLO_829.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=CCLE;organ=Skin;lineage=Melanocyte;cluster=BR;BRAF mut;ETV5 mut;MUC1 mut;PRDM16 mut;SF3B1 mut;CDKN2A trunc;EXT1 hetdel & mis;FAM46C hetdel & mis;TET2 hetdel & mis
G32831.COR-L23.json,tumor_type=UNKNOWN;subtype=NSCLC;dataset=CCLE;organ=Lung;lineage=other;cluster=TYFONAS;ALK mut;BRD3 mut;ETV5 mut;GATA1 mut;KRAS mut;NRG1 mut;NTRK1 mut;SS18L1 mut;MYC amp;CDKN2A trunc;MLH1 trunc;CIC hetdel & mis;KMT2D hetdel & mis
G32831.COV362.json,tumor_type=OV;dataset=CCLE;organ=Ovary;lineage=Ovarian epithelium;cluster=DDT;EGFR mut;ATM trunc;CASP8 trunc;PBRM1 trunc;APC hetdel & mis;ARID1B hetdel & mis;TET2 hetdel & mis;TP53 hetdel & mis;RB1 homdel
G32831.COV644.json,tumor_type=OV;dataset=CCLE;organ=Ovary;lineage=Ovarian epithelium;cluster=BRD;MDM2 mut;MYH11 mut;SS18L1 mut;CDKN2A trunc;KMT2D hetdel & mis;MAP2K4 hetdel & mis;POT1 hetdel & mis;STK11 homdel
G32831.Calu-6.json,tumor_type=LUAD;dataset=CCLE;organ=Lung;lineage=Alveolar epithelium;cluster=TRANSLOCATION;EGFR mut;GNAS mut;KRAS mut;NCOA1 mut;TP53 trunc;BAP1 hetdel & mis;BRCA2 hetdel & mis;RECQL4 homdel
G32831.Caov-3.json,tumor_type=OV;dataset=CCLE;organ=Ovary;lineage=Ovarian epithelium;cluster=DDT;EGFR mut;FOXO4 mut;MYCN mut;SFPQ mut;ATM trunc;TP53 trunc;AMER1 homdel;AXIN1 homdel;NF1 homdel;RB1 homdel;STK11 homdel;TSC2 homdel
G32831.Capan-1.json,tumor_type=PAAD;subtype=PACA;dataset=CCLE;organ=Pancreas;lineage=Pancreatic ductal epithelium;cluster=BR;GNAS mut;IKZF1 mut;KRAS mut;BRCA2 trunc;FANCA trunc;MAP2K4 trunc;SMAD4 trunc;ATM hetdel & mis;FANCG hetdel & mis;IKZF1 hetdel & mis;NCOR1 hetdel & mis;TP53 hetdel & mis;CBLB homdel;CDKN2A homdel
G32831.ChaGo-K-1.json,tumor_type=UNKNOWN;subtype=NSCLC;dataset=CCLE;organ=Lung;lineage=other;cluster=CHROMOTHRIPSIS;BCL11B mut;GNAS mut;JUN mut;MAF mut;MYB mut;NSD1 mut;PDGFRB mut;PLCG1 mut;PTPRB mut;RAF1 mut;SS18L1 mut;ARID1A hetdel & mis;BRIP1 hetdel & mis;CIC hetdel & mis;PMS1 hetdel & mis;RB1 hetdel & mis;STK11 hetdel & mis;TP53 hetdel & mis;TSC2 hetdel & mis
G32831.DU4475.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=BR;BRAF mut;CBFA2T3 mut;MLLT10 mut;NCOA2 mut;NCOA4 mut;NRG1 mut;MYB amp;APC trunc;STAG2 hetdel & mis;BMPR1A homdel;MAP2K4 homdel;RB1 homdel
G32831.Detroit_562.json,tumor_type=HNSC;subtype=HNSC_hpv-;dataset=CCLE;organ=Oropharynx;lineage=Oropharyngeal squamous epithelium;cluster=BRD;ITK mut;MYO5A mut;NKX2-1 mut;PDGFB mut;PIK3CA mut;TP53 hetdel & mis
G32831.EBC-1.json,tumor_type=LUSC;dataset=CCLE;organ=Lung;lineage=Squamous bronchial epithelium;cluster=INVDUP;BCL6 mut;CCND1 mut;CREBBP mut;IL2 mut;NFATC2 mut;NUP98 mut;PLAG1 mut;ERCC4 trunc;TET2 trunc;TP53 trunc;ATM hetdel & mis;FANCE hetdel & mis;KMT2C hetdel & mis;NFE2L2 hetdel & mis;PALB2 hetdel & mis;CDKN2A homdel
G32831.EFM-19.json,tumor_type=BRCA;subtype=BRCA_lumornorm;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=INVDUP;FGFR2 mut;MAML2 mut;PIK3CA mut;PTPN11 mut;RBM15 mut;ROS1 mut;ATM trunc;KMT2D hetdel & mis;TP53 hetdel & mis;CDKN2A homdel;MAP2K4 homdel;PBRM1 homdel
G32831.EFM-192A.json,tumor_type=BRCA;subtype=BRCA_lumornorm;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=TYFONAS;EZH2 mut;NOTCH2 mut;PIK3CA mut;MYC amp;TP53 trunc;AMER1 hetdel & mis;CIC hetdel & mis;EZH2 hetdel & mis;NF1 hetdel & mis;NOTCH2 hetdel & mis
G32831.EFO-21.json,tumor_type=OV;dataset=CCLE;organ=Ovary;lineage=Ovarian epithelium;cluster=BRC;FGFR4 mut;IL21R mut;NOTCH1 mut;RALGDS mut;CIC hetdel & mis;KDM5C hetdel & mis;KMT2D hetdel & mis;NOTCH1 hetdel & mis;TP53 hetdel & mis;WRN hetdel & mis;MAP3K1 homdel;NF1 homdel
G32831.EOL-1.json,tumor_type=LAML;subtype=AML;dataset=CCLE;organ=Blood;lineage=Myeloid;cluster=SPARSE;ESR1 mut;ETV1 mut;MDM4 mut;NCOA1 mut;PTPRB mut;CDKN1B trunc;ARID1A hetdel & mis;CDKN2C hetdel & mis;FANCE hetdel & mis;KDM5C hetdel & mis;SMARCA4 hetdel & mis;CDKN2A homdel
G32831.ES-2.json,tumor_type=OV;dataset=CCLE;organ=Ovary;lineage=Ovarian epithelium;cluster=TYFONAS;BRAF mut;CARD11 mut;CDK4 mut;FGFR4 mut;JAK1 mut;MAP2K1 mut;PTPRK mut;SS18 mut;CBLB hetdel & mis;TSC2 homdel
G32831.FU-OV-1.json,tumor_type=OV;dataset=CCLE;organ=Ovary;lineage=Ovarian epithelium;cluster=PYRGO;TP53 hetdel & mis;NF1 homdel
G32831.G-402.json,tumor_type=SARC;subtype=SARC_myo;dataset=CCLE;organ=Soft tissue;lineage=Connective tissue cells;cluster=SPARSE;BRD4 mut;MYH11 mut;NOTCH1 mut;SH2B3 mut;ERCC4 trunc;NF1 hetdel & mis;NOTCH1 hetdel & mis;SMARCB1 homdel
G32831.GAMG.json,tumor_type=LGG;dataset=CCLE;organ=Brain;lineage=Glial;cluster=INVDUP;SMARCA4 trunc;BCOR hetdel & mis;TP53 hetdel & mis;CDKN2A homdel
G32831.GB-1.json,tumor_type=GBM;dataset=CCLE;organ=Brain;lineage=Glial;cluster=CHROMOPLEXY;CREBBP mut;NOTCH1 mut;PTPRK mut;BUB1B trunc;CIC trunc;NF1 trunc;BMPR1A hetdel & mis;CDKN2C hetdel & mis;MLH1 hetdel & mis;NOTCH1 hetdel & mis;PTCH1 homdel
G32831.GI-1.json,tumor_type=LGG;dataset=CCLE;organ=Brain;lineage=Glial;cluster=BRC;ABL1 mut;MAML2 mut;MDM4 mut;MYC mut;NUP214 mut;PTPRK mut;SFPQ mut;RB1 trunc;ATR hetdel & mis;EP300 hetdel & mis;ERCC2 hetdel & mis;TP53 hetdel & mis;WRN hetdel & mis
G32831.GP2d.json,tumor_type=COAD/READ;subtype=COAD;dataset=CCLE;organ=Colon;lineage=Colon epithelium;cluster=SPARSE;ABL1 mut;ARHGEF12 mut;BCL9 mut;BCL11B mut;BRAF mut;BRD4 mut;CBL mut;CREBBP mut;CTNNB1 mut;DEK mut;ESR1 mut;FGFR1 mut;FGFR2 mut;FGFR3 mut;FOXA1 mut;FOXL2 mut;FOXO1 mut;FOXO3 mut;FOXP1 mut;GNAS mut;HIST1H3B mut;IDH2 mut;IKZF1 mut;IL7R mut;JAK3 mut;KAT6A mut;KAT6B mut;KDR mut;KIT mut;KRAS mut;MALT1 mut;MED12 mut;MLLT1 mut;MLLT4 mut;MLLT6 mut;MYC mut;MYH11 mut;NFATC2 mut;NKX2-1 mut;NOTCH1 mut;NSD1 mut;NTRK3 mut;NUP98 mut;PDGFB mut;PIK3CA mut;PPP6C mut;PTPRC mut;PTPRK mut;RANBP17 mut;RAP1GDS1 mut;RHOA mut;SH2B3 mut;STAT3 mut;TET1 mut;APC trunc;ARID1A trunc;CDH1 trunc;CIC trunc;EP300 trunc;KMT2D trunc;MSH2 trunc;NOTCH1 trunc;PTCH1 trunc;TET2 trunc;AMER1 hetdel & mis;APC hetdel & mis;ARID1A hetdel & mis;ARID1B hetdel & mis;ARID2 hetdel & mis;ATR hetdel & mis;ATRX hetdel & mis;AXIN2 hetdel & mis;BAP1 hetdel & mis;BRCA2 hetdel & mis;CBLB hetdel & mis;CYLD hetdel & mis;DNM2 hetdel & mis;DNMT3A hetdel & mis;EP300 hetdel & mis;FBXW7 hetdel & mis;HNF1A hetdel & mis;IKZF1 hetdel & mis;KDM5C hetdel & mis;KMT2D hetdel & mis;MAP3K1 hetdel & mis;NF1 hetdel & mis;NF2 hetdel & mis;NOTCH1 hetdel & mis;PMS1 hetdel & mis;PMS2 hetdel & mis;PRDM1 hetdel & mis;PRF1 hetdel & mis;PTCH1 hetdel & mis;RNF43 hetdel & mis;SETD2 hetdel & mis;SMARCA4 hetdel & mis;TSC1 hetdel & mis
G32831.H4.json,tumor_type=LGG;dataset=CCLE;organ=Brain;lineage=Glial;cluster=CHROMOTHRIPSIS;FGFR4 mut;CNOT3 hetdel & mis;FANCD2 hetdel & mis;POLE hetdel & mis;WT1 hetdel & mis;CDKN2A homdel;PTEN homdel
G32831.HCC-1833.json,tumor_type=LUAD;dataset=CCLE;organ=Lung;lineage=Alveolar epithelium;cluster=DM;CCND1 mut;GNAS mut;IKZF1 mut;NKX2-1 mut;NR4A3 mut;RBM15 mut;ARID1B hetdel & mis;DDB2 hetdel & mis;IKZF1 hetdel & mis;STK11 hetdel & mis;WRN hetdel & mis;RECQL4 homdel
G32831.HCC-95.json,tumor_type=LUSC;dataset=CCLE;organ=Lung;lineage=Squamous bronchial epithelium;cluster=RT;GNAS mut;KMT2A mut;RANBP2 mut;RHOA mut;ROS1 mut;TP53 trunc;DNMT3A hetdel & mis;FANCA hetdel & mis;BCOR homdel;CDKN2A homdel;KDM5C homdel;KDM6A homdel;WAS homdel;ZRSR2 homdel
G32831.HCC1187.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=PYRGO;NRG1 mut;NUP98 mut;BAP1 trunc
G32831.HCC1419.json,tumor_type=BRCA;subtype=BRCA_her2;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=TYFONAS;GNA11 mut;HRAS mut;JAK3 mut;TET1 mut;TP53 trunc;TP53 hetdel & mis
G32831.HCC1428.json,tumor_type=BRCA;subtype=BRCA_lumornorm;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=BRC;CIC hetdel & mis;BRCA2 homdel;MAP2K4 homdel;RECQL4 homdel
G32831.HCC1500.json,tumor_type=BRCA;subtype=BRCA_lumornorm;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=BFB;HIST1H3B mut;SETBP1 mut;ATM trunc;KMT2C hetdel & mis;PRDM1 hetdel & mis;CDKN2A homdel
G32831.HCC1569.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=PYRGO;ABL2 mut;ARHGEF12 mut;BCL11B mut;CARD11 mut;EZH2 mut;GATA2 mut;IKBKB mut;IL2 mut;JAK3 mut;MAF mut;MAML2 mut;MYH11 mut;NCOA2 mut;NCOA4 mut;NR4A3 mut;NSD1 mut;PAX8 mut;PDGFB mut;PLCG1 mut;PTPRB mut;RANBP17 mut;ROS1 mut;WHSC1L1 mut;BRCA2 trunc;KMT2C trunc;PTEN trunc;TP53 trunc;ARID1A hetdel & mis;ARID2 hetdel & mis;ATM hetdel & mis;BRCA2 hetdel & mis;CDC73 hetdel & mis;COL2A1 hetdel & mis;DICER1 hetdel & mis;ERCC5 hetdel & mis;EXT2 hetdel & mis;EZH2 hetdel & mis;FANCD2 hetdel & mis;FH hetdel & mis;HNF1A hetdel & mis;KMT2D hetdel & mis;MAP2K4 hetdel & mis;PTCH1 hetdel & mis;SMARCA4 hetdel & mis;STAG2 hetdel & mis;XPA hetdel & mis
G32831.HCC1599.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=BRC;ETV5 mut;FUS mut;KAT6A mut;MLLT4 mut;BRCA2 trunc;AXIN1 hetdel & mis;BRIP1 hetdel & mis;DAXX hetdel & mis;MSH2 hetdel & mis;NFKBIE hetdel & mis;TSC1 hetdel & mis;MLH1 homdel
G32831.HCC1937.json,tumor_type=BRCA;subtype=BRCA_her2;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=DDT;ETV1 mut;PRDM16 mut;RUNX1 mut;TP53 trunc;ARID2 hetdel & mis;ERCC3 hetdel & mis;KMT2C hetdel & mis;KMT2D hetdel & mis;PTEN homdel
G32831.HCC1954.json,tumor_type=BRCA;subtype=BRCA_her2;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=TYFONAS;ABI1 mut;NOTCH1 mut;PIK3CA mut;ROS1 mut;ERBB2 amp;BRCA1 trunc;APC hetdel & mis;COL2A1 hetdel & mis;NOTCH1 hetdel & mis;TP53 hetdel & mis
G32831.HCC202.json,tumor_type=BRCA;subtype=BRCA_her2;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=INVDUP;GNA11 mut;MET mut;PIK3CA mut;RAF1 mut;BRCA2 trunc;TP53 trunc;ERCC4 hetdel & mis;FANCD2 hetdel & mis;HNF1A hetdel & mis;PRDM1 hetdel & mis
G32831.HCC2157.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=PYRGO;KMT2A mut;NFATC2 mut;NOTCH1 mut;NOTCH2 mut;BRCA1 hetdel & mis;KMT2D hetdel & mis;NOTCH1 hetdel & mis;NOTCH2 hetdel & mis;TP53 hetdel & mis;KDM6A homdel
G32831.HCC38.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=DDT;EGFR mut;IKBKB mut;KAT6A mut;PDGFRB mut;PIK3CA mut;PML mut;SF3B1 mut;BRCA2 hetdel & mis;TET2 hetdel & mis;TP53 hetdel & mis;CDKN2A homdel;NOTCH1 homdel;TSC1 homdel
G32831.HCC70.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=CHROMOTHRIPSIS;PTEN trunc;TP53 hetdel & mis;FANCA homdel;WRN homdel
G32831.HCC827.json,tumor_type=LUAD;dataset=CCLE;organ=Lung;lineage=Alveolar epithelium;cluster=INVDUP;MYB mut;MYC amp;PTCH1 hetdel & mis
G32831.HDQ-P1.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=PYRGO;NCOA1 mut;TERT mut;KDM6A trunc;TP53 trunc;BMPR1A hetdel & mis;CDH1 hetdel & mis;RB1 homdel
